age,gender,height,weight,bodyfat,diastolic,systolic,sitandbend,situps,broadjump,gripforce
29,1,178.6,89.7,21,93,134,11.4,53,223,45.8
23,0,162.5,54.4,27.5,57,109,-7.6,34,176,33.7
55,1,163.1,62.1,20.6,88,147,12.9,31,173,36
27,0,166.7,47.9,24.9,56,115,19,20,151,21.8
57,0,152.4,52.2,30.9,75,135,17.8,11,197,21.8
49,0,158.4,47.22,23.2,95,156,16,25,142,28
25,1,163.2,61.8,21.2,78,126,9.6,48,199,42.3
23,0,159.8,43,19.6,83,121,11,32,170,16.1
58,0,155.4,60.14,31.3,80,136,12.5,17,129,26.3
41,0,160.5,50.9,20.1,80,120,13.2,19,160,24.3
33,1,187.7,86.2,19.5,89,144,30.2,50,211,54.5
35,1,170.6,71.36,18.7,90,134,30,48,241,47
21,1,171.1,65.5,15.2,69,148,16.4,42,203,36.8
30,1,179.7,79.3,13.7,86,132,16,53,252,51
26,1,172.7,76.1,12.2,70,129,18.7,59,222,58.7
50,0,167.6,61.5,25.1,88,141,19.2,34,159,26.3
27,1,170.9,76.9,15.4,74,138,15.8,49,226,46.2
21,1,169.9,70.6,14.3,75,136,19.2,60,246,39.3
56,1,168.1,78.9,28.5,91,143,6.3,36,207,42.8
45,0,163.5,51.56,21.3,81,115,15.8,25,130,23.3
23,1,181.8,87.3,18.2,86,153,1.2,37,129,44.4
55,1,170.1,59.3,15.3,79,150,14.2,42,162,28.4
28,1,175.8,76.9,19,91,137,12.8,57,233,38.8
40,0,164.7,41.7,18,81,108,-7.2,7,49,16.9
60,1,161.1,57.5,15.7,74,156,17.4,31,157,35.2
42,1,173,75.7,20.3,96,152,12,33,220,41.9
30,1,171.5,85.1,30.2,82,146,7.3,52,192,41
39,1,167.4,89.3,26.6,89,130,14.8,49,218,43.9
39,1,181.8,110.1,31.4,90,149,0.8,34,181,50.9
31,1,169.8,72.5,20.8,85,148,17.6,42,211,45.7
25,1,170.8,71.4,25.7,67,129,14.8,49,231,42.6
25,0,166.5,53.2,26.5,75,113,17.6,47,174,21.6
61,1,173,85.6,35.8,91,132,20.1,34,172,41.4
37,0,160,57.6,22.7,92,151,19,28,102,28.2
52,0,155.4,59.6,30.5,79,126,2.8,25,137,30
40,1,173,72.1,14.2,71,135,3.7,46,239,46.1
63,0,155.7,57.8,30.3,82,117,7.1,0,93,22.7
36,1,172.8,84.42,21.8,75,135,15.7,60,243,58.2
27,1,175.8,81.1,24,89,129,14.1,41,201,45.9
30,1,173.9,74.02,18.1,75,131,22,58,243,57.4
41,0,166.6,67.5,33.1,84,141,22.2,30,162,28.6
43,0,148.2,50.2,20.6,92,127,23.4,59,147,27.2
26,1,180.1,74.1,26.1,79,128,3.7,49,198,31.9
32,1,173.4,80.56,23.6,67,128,19.3,61,228,42.9
23,1,173,73.9,11.7,59,125,13,53,181,38
64,1,169.8,58.6,13.6,87,158,8.5,26,168,42.8
42,1,181.1,95.2,26.9,84,154,-3,35,203,41.7
25,1,172.2,69.9,20.4,91,139,18.9,57,243,42
34,0,164.5,61.2,32.9,82,138,12,18,160,12.5
32,0,163.1,60.5,30,79,135,27.3,37,190,31.3
24,1,165.7,63,21.6,77,131,19.8,49,201,36.3
21,1,180.2,90.9,31.2,92,156,-1.3,38,223,36.7
64,0,148.9,47.4,39.8,63,131,28.1,0,72,15.7
25,1,173.8,72.8,25,96,145,12.2,52,213,48.2
25,1,177.2,75.4,12.6,78,118,22.8,59,276,63.1
31,1,186,68.9,8.2,91,152,27.3,53,260,49.5
35,0,166.8,53.3,21.3,86,117,23,47,180,27.8
25,1,171.3,70.4,22.1,92,131,-8,45,196,36.2
27,0,156.4,47.3,20.9,62,110,26.3,39,172,27.9
55,0,171.8,95.1,39.6,81,136,0.7,0,131,32.3
24,1,175.3,69.6,20.5,75,118,22.1,55,218,33.3
24,1,164.3,58.3,22.9,77,107,1.1,41,183,26.9
23,0,161.9,50.6,22,78,116,25.5,47,172,36.5
60,1,161.5,59.5,19.6,75,149,10.6,39,175,42.3
26,1,171.3,82.8,27.8,85,130,17.2,61,227,46.9
38,1,171.8,94.2,34.4,96,154,0.4,38,169,42.5
22,0,162.5,64.1,39.5,91,131,21.4,25,129,17.4
58,0,163.7,65,31.4,67,128,15,13,140,29.3
38,1,171.1,68.3,19.8,92,136,10,41,222,35.1
25,1,175.1,71,15.8,98,158,7.5,49,227,53.1
27,1,174.4,71.8,12.5,76,134,30.7,59,259,55.9
23,0,166.3,68.1,33,71,111,25.2,40,190,25.9
28,1,179.5,73.3,19.6,59,100,4.5,43,225,40.8
50,0,162.1,59.6,32.6,94,136,3.5,23,149,27.9
55,1,162,57.4,15.7,86,137,12.5,48,185,37.4
30,1,172.6,102.7,28.3,96,160,11.2,48,246,57.5
35,1,180,76.7,20.1,95,159,21.3,45,242,53.6
21,1,173.2,65.2,18,67,124,12.3,50,208,35.2
56,0,150.1,54.4,35.3,88,134,16.2,15,129,21.3
42,0,157.9,48.5,19,60,116,24.3,41,186,31.7
29,0,164.1,70.5,26.1,92,125,19.8,56,211,41.3
40,1,173.9,74.8,21.1,87,137,16.2,33,218,55.1
22,1,186.6,111.8,28.9,94,136,14.3,50,222,54.7
26,0,156.5,45.6,19.7,70,104,20.6,51,176,24.5
24,0,159.3,68.9,39.1,63,127,19.3,30,168,24.5
61,0,157.8,55.4,34.1,52,100,14.1,2,148,23.2
21,1,175,78.5,19.5,78,142,3.8,45,217,24.6
27,1,171.1,78,25.1,77,123,17.3,53,214,37.7
23,1,170.3,66.1,19.2,62,126,11.1,46,210,36.9
64,1,167.9,69.4,26.3,71,141,19.5,32,181,31.6
50,0,158.1,53,26.4,84,133,19.5,45,154,24.5
21,0,164,58.2,28.9,87,141,25.7,45,173,24.4
29,1,168.1,64.3,20.2,78,134,15.7,60,233,42.7
32,1,178.6,86.4,25.4,83,133,17.9,41,205,51.9
23,0,164.7,50.5,20.9,59,105,11.3,15,157,29.1
21,1,176.7,68.6,12.7,68,116,18.7,51,236,48.2
24,1,173.9,58.4,16.5,77,122,12.8,38,210,31.2
59,1,163.7,61,17.1,83,134,19.4,49,209,43.1
43,1,175.7,67.3,12.1,69,124,17.7,44,217,41.3
27,0,159.6,43.5,19.4,64,99,23.4,45,155,23.7
21,0,160.6,64.88,34.4,70,122,22.1,35,160,30.5
57,1,161.2,69.5,26.1,93,148,8.8,24,183,42.4
22,0,168.9,57.68,29,80,146,20.9,40,171,22.7
60,0,161.2,61.6,37.5,93,149,7.5,10,124,24.1
49,0,153.8,53.8,33.3,75,115,12.8,3,101,26.7
50,1,162.7,59.3,18,84,130,15.9,39,158,41.9
26,1,162.6,81.1,33.1,77,116,10.7,53,194,41.1
62,1,153.4,56.5,29.6,89,153,12.9,26,160,31.6
51,0,162,47,13.2,80,120,23.2,32,149,20.5
60,0,156.7,57.2,29.9,67,134,18.8,20,126,23.8
24,1,171.6,69,20.5,66,117,7.3,53,192,50.4
37,1,167.9,70.7,24.7,94,125,8.8,40,206,29.9
22,1,170,58.2,9.4,42,113,8.2,53,186,38.3
40,1,182.8,97.6,27.5,73,118,13.1,57,206,42.2
63,1,163.1,61.5,24.9,61,107,9.7,22,178,36.3
21,1,178.5,81,27.2,92,132,20.6,46,230,41
22,1,172,66.8,17.5,80,137,22.5,55,200,46.1
32,1,175.6,79,20.3,80,137,16.4,56,221,44.3
26,0,170.8,56.1,18.4,56,114,25.6,46,195,35.4
64,0,144,55.3,37.7,69,132,4,4,110,19.4
64,1,163.7,65.8,32.6,89,154,13,20,106,27.7
21,0,159.2,58.3,32.6,65,114,28,43,164,26.6
32,0,151.6,54,31.1,73,120,21.3,42,160,33.3
35,1,166.7,71.2,21.4,87,136,20.7,47,225,39.9
25,1,182.5,75.2,11.2,85,146,23.4,49,221,53.9
58,1,172.5,74.2,30.5,84,156,17.1,31,161,35.3
50,0,155.2,61.2,32.7,93,145,23.1,37,140,28.2
25,0,161,58.3,32.8,67,107,25,37,147,25.3
39,0,164,67,30.2,84,120,20,33,160,27.8
52,1,165.5,67.7,19.7,90,159,9.6,30,193,37.3
21,1,179.4,103.3,26.1,95,157,5.9,40,218,51.6
22,0,166.1,61,20.6,74,129,30.7,44,209,33
37,1,169.7,68.4,21,99,141,7.4,55,197,38.3
45,1,166,57.6,15.5,68,133,12.5,38,199,36.7
48,0,161.5,60.6,26.3,82,118,20.2,32,156,29.9
57,1,171.8,75.3,29.4,75,111,13.8,35,197,30.8
30,1,190.6,138.1,30.3,82,131,4.3,30,181,52.3
40,1,166.7,64.7,25.5,82,128,21.2,42,221,37.3
40,0,163.1,65.6,28.6,88,133,16.9,30,154,28.7
31,1,172.2,73.4,20.3,88,134,20.7,46,220,49
22,1,185.4,91.5,19.4,85,138,-6.5,52,239,52.9
29,1,174.3,77.2,21.1,82,131,15.5,55,240,49.1
25,0,160,56.2,26.6,46,99,23.8,47,178,26
25,1,176.3,68.1,26.1,82,112,-5.8,30,165,31.8
60,1,168.7,67.9,10.5,64,128,16.3,51,196,47
62,1,169.1,70.9,22.8,92,155,14.6,46,204,42.1
36,1,167.9,73.6,22.5,70,122,9.6,53,244,37.8
35,1,188.5,87.3,16.5,77,143,6.9,39,217,44.2
24,1,172.2,72.7,18.4,85,139,24.5,55,254,56.6
31,1,183.6,80.5,24.4,76,122,-1.8,59,212,40.4
34,0,166.7,59.1,26.9,60,105,21.6,31,153,29.3
26,1,183.6,91.6,24.4,67,132,14.7,39,209,52.7
24,0,158.6,47.7,24.1,69,107,24.9,35,145,25.5
28,1,170.5,71.6,21,73,140,17,52,220,49.4
26,1,175.3,66.3,14.7,85,137,19.2,51,249,51.1
26,0,155,46.2,28.2,64,112,23.2,39,180,26
31,1,181.1,64.2,16,90,143,17.4,52,201,46.4
25,1,173.4,67.3,19.2,79,130,16.4,52,225,44.5
22,0,160.1,52.7,30.7,83,123,26.6,47,188,24.2
36,0,154.7,52.4,22.1,74,118,22.5,60,149,29.4
27,0,165.6,58,26.2,69,115,26.5,39,171,32.2
22,0,169.3,58.4,23.8,65,123,12.9,27,169,27.1
40,1,168.8,68.8,20.3,81,120,11.4,47,220,48
28,0,158.9,56.5,32.4,89,127,16.5,50,130,27.5
34,1,177.7,68.1,24.3,64,131,7.3,39,189,37.1
52,1,167.4,65.6,21,72,118,17.8,31,172,34.3
28,1,161.9,68.32,28.9,80,120,12,42,190,38.8
22,1,172.2,78.7,25.3,79,122,17.2,57,233,49.3
43,0,161.5,53,31.5,69,111,12.7,22,150,27.1
61,0,154.6,50.56,27.1,59,100,18.7,10,103,25.6
29,1,172.5,74.9,19.9,87,134,11.3,39,235,51.8
25,1,175.2,58.1,18.2,81,125,9,40,208,54.8
47,0,164.9,60.7,29.3,97,159,2,11,152,20.7
60,1,166.9,62.6,21.2,97,133,16.2,29,209,12.2
40,1,172,61.8,8,77,132,15.4,58,192,44
21,1,168.7,70.1,26.1,84,130,9.8,32,213,41.3
57,1,173.3,67.1,13.1,84,146,25.2,47,215,44.8
25,1,175.9,65.02,14.2,92,137,15.1,54,227,39.4
23,1,174.4,82.4,23.9,93,133,13.7,48,225,48.6
41,1,180.3,79.7,20.2,79,118,13,50,208,45.7
22,1,171.4,72,10.2,72,138,23.6,66,233,44.9
64,1,172,72,21.9,85,127,5.5,36,167,40.8
30,1,172.9,76.2,20.2,87,140,20.9,55,241,47.9
22,0,162.5,53.8,23.6,84,134,24.6,44,201,30.8
27,1,166.3,70.7,20.9,81,139,5.7,51,211,40.2
21,1,180.3,86.4,30.9,85,136,1.2,29,191,37
41,1,172.8,75.2,27.6,78,123,8.3,30,212,48.7
44,0,159.9,49.8,27.1,76,123,25.5,19,153,13.3
63,0,159.4,60.9,18.9,96,154,27,20,130,26.6
60,0,154.8,55.92,28.5,77,158,15.7,33,122,24.3
51,1,179.7,84.4,18,75,124,8.9,38,199,49.5
22,1,183.5,71.4,17.6,81,125,-10.1,44,208,34.7
29,0,160.5,56.4,32,81,121,19.8,56,173,26
57,0,164.8,52.2,20.6,72,128,19.5,20,186,21.9
28,0,165.7,69.3,31.7,61,113,21.1,40,192,33
53,1,171.6,61.2,15.2,83,132,20.8,44,211,38.4
21,1,175.1,71.4,18.4,42,93,28.6,57,241,39.6
25,0,176,76,35.8,86,124,10.2,40,179,38.7
24,1,172.5,72.5,22.1,99,151,17.8,63,239,43.1
48,1,175.7,91.4,21.8,99,159,2.7,37,172,47.7
44,1,168.3,74.6,23,97,136,17.7,33,192,50.1
45,0,160.6,59.2,35.7,58,93,25.4,19,91,19.9
30,1,168.3,68,23.4,80,127,26.6,54,208,41.6
21,1,180.1,76.9,17.6,75,154,9.1,50,223,48.6
23,0,163.7,54.5,29.5,76,131,15.2,43,167,29.1
43,0,158.7,65.4,28,87,142,25.2,42,182,33
40,0,153.8,50.8,29.9,68,112,18.2,29,156,23.7
21,0,161.1,65.72,34.8,80,120,17.6,30,166,32.6
27,0,162.9,58.7,27.2,79,128,31.1,48,186,31.4
31,1,169.1,68,21.4,84,137,14.6,57,216,41.5
63,0,154,56.3,30.3,75,127,23.3,26,156,27.4
29,1,177.1,77.4,15.2,90,149,23,61,282,61
38,0,162.6,59.6,25.7,77,126,20,36,164,30.3
49,0,159,61,34.8,67,113,10.8,10,134,22.6
25,1,171.3,79.6,24.2,81,121,8,52,239,43.8
28,1,182.4,88.2,14.1,88,140,28.4,43,214,55.3
44,0,164.3,53.9,22,75,110,14.3,23,133,29.5
21,0,169.8,54.4,24.2,80,120,-9.6,27,123,24.2
58,1,164.3,86,33.6,94,151,-0.8,23,127,40.9
25,0,165.9,50.1,17.4,53,108,24.5,36,183,26.4
24,1,171.2,90.6,29.9,82,144,18.3,52,227,57.3
29,1,176.1,81.6,18.3,76,130,24.1,65,242,57.1
34,0,158.5,58.9,25.1,67,112,21.3,25,159,27
51,0,155.8,66.2,35.3,87,146,19.2,28,114,27.4
21,0,166.1,98.7,43,73,125,19.7,39,180,35.4
57,0,159.7,52.5,29.2,80,130,17.8,17,134,25.9
38,0,160.7,52.7,21.2,74,131,23.6,45,186,26
41,1,168,61.1,22.2,99,125,11.1,35,213,30.2
64,0,140.5,49.6,32.1,71,116,25.3,19,152,22.4
63,1,160,70.3,33.6,80,145,6.9,16,158,38.3
24,1,175.6,65.7,9.8,69,122,13.1,61,240,44.6
44,1,172.3,69.3,22.9,75,130,15.4,39,221,39.7
29,1,171.2,70.36,22.4,96,155,17.4,53,214,40
47,0,162.5,63.6,32.7,97,153,22.6,19,130,20.3
22,0,156.5,47.6,30.7,95,131,20.6,32,153,20.7
28,1,174.4,74.9,22.5,67,119,19.1,45,187,48.9
25,1,173.5,97.6,33.4,89,138,12.3,39,222,36.6
26,1,164.8,67.4,25.9,91,146,14.6,54,210,39.8
51,1,172.7,72.5,17.5,78,140,16.8,36,206,49
26,0,164.6,54.7,29.1,61,106,19.9,47,191,27.2
55,0,158.5,51.8,23.9,76,107,28,32,150,25
36,0,161.8,48.1,30.4,68,109,17.2,6,133,24.9
62,1,169.4,65.9,15,77,143,16.7,43,195,39.3
47,0,154.2,59.2,29.7,71,136,16.2,23,155,24.3
60,1,172.4,69.5,26.7,95,145,8.5,25,180,46.5
22,1,179,74.6,18.1,75,154,7.1,54,186,41.7
29,1,162.9,76.3,21.4,80,123,-8.8,30,164,48.1
58,0,156.7,58.1,28.8,95,159,21.2,30,150,26.6
57,1,170.3,65.8,21,69,125,8.4,46,187,41.1
31,1,186.7,82.9,21.3,84,132,6,44,185,41.4
24,1,180,88.8,20.3,76,129,20.7,54,230,46.8
35,0,154.3,73.8,39.2,88,125,17.3,24,140,29.4
38,1,166.8,71,19.4,83,145,17.6,54,223,42.6
45,1,176.6,72.3,19.7,84,152,18.6,35,222,49.7
42,1,173.2,65.8,25,77,142,4.8,37,176,37.5
22,1,166.9,52.5,17.2,95,123,4.5,47,237,33.4
22,1,170.6,93.9,32.4,99,138,1.7,28,210,41.7
30,1,169.4,62.4,13.6,103,154,16.5,54,197,33.5
27,1,181,73.14,13.5,70,121,21.1,61,239,45.8
64,1,162,75.02,30.6,95,154,9,44,170,30.1
24,1,174.7,72.1,16.5,79,132,15.8,42,217,46
52,1,176.4,79.3,18.5,77,130,11.7,59,230,50.1
59,0,158.9,50.3,26.5,87,151,17.8,20,119,23.5
37,1,179.8,74.9,27,77,123,19.6,28,176,40.9
41,0,160.2,71.3,38.4,69,116,8,18,125,22
23,1,169.7,67,17.1,69,111,9.6,58,210,41
33,1,172.7,65.9,19.6,98,145,12.9,52,184,41.8
61,0,154.8,63.9,39.3,84,144,6,53,86,20.9
23,1,174.8,73.8,21.3,72,126,-0.9,39,191,33.9
22,1,168.9,65.4,24.7,90,124,2.4,34,189,29.3
62,0,158,57.3,33.9,75,125,-0.2,10,133,19.7
25,1,185,88.6,18.8,79,133,20,63,220,42.7
30,1,185.1,91.3,26,96,159,15.8,53,207,45.7
22,1,169,78.9,25.4,65,108,14.4,52,215,37.1
30,1,179.1,81.6,23.7,86,134,17.4,47,230,45
38,1,178.8,83.6,27.1,94,154,10.4,23,193,50.3
24,1,177.4,73.7,19.8,70,129,9.8,48,230,39.2
34,1,176,67.92,14.6,78,123,13.8,50,233,45.2
21,1,176.6,79.7,19.7,80,130,14,46,195,40
23,1,164.3,65.9,25.3,80,119,16.6,49,219,36.9
54,0,157.7,56.4,27.4,69,157,9.1,0,104,25.2
32,0,168.7,64.8,26.6,81,127,24.3,31,158,29.9
56,0,162.7,57.8,24.4,73,128,27,19,175,28.8
23,1,175.6,65.5,13.2,84,133,19.8,55,224,35.4
24,0,163.7,55.3,27.3,85,112,15.3,41,158,23.8
46,1,168.3,60.6,20.3,80,127,6.6,43,189,42.5
35,1,177.3,72.4,12.8,72,129,13,58,236,40.6
59,1,161.5,53.9,18.3,76,126,13.1,34,181,42.1
23,0,173,80.7,34.8,91,130,20.7,35,192,35.8
59,0,159.8,64.9,34.2,82,131,16.2,26,125,24.6
21,0,156.5,55.9,31.7,62,107,-10.9,58,156,21.7
51,1,180.6,75.9,13.6,96,155,12.1,39,215,62.9
49,0,159,53.1,25.4,73,124,15.4,27,162,24.3
23,0,161.5,56.9,25.5,82,123,20.9,45,188,31
60,1,170.4,64.5,25.9,79,120,18.8,43,210,42.2
42,0,162.4,60.7,24,66,100,21.5,43,172,37.4
32,1,178.5,74.6,21.2,73,143,7.2,56,193,42.1
48,1,171.9,72.6,24.8,98,145,15.1,43,212,41.4
21,0,158.6,53.8,27.9,83,134,16.3,32,165,23.1
43,1,168.3,83.1,27.7,97,153,-5.1,22,183,41.4
39,1,174.8,71,11.7,75,137,16.5,45,237,46.1
55,0,158.4,71.1,39.8,86,152,7.5,8,136,28.3
45,1,169.6,67.9,19.3,71,114,15.4,50,213,43.7
26,1,167.8,65.1,12.3,76,134,16.3,62,224,39.3
62,0,164.9,60.6,23.9,77,121,25.5,29,142,31.1
21,1,174.7,75.1,13.3,75,104,24.5,52,225,55.2
62,0,159.5,54,26.3,71,129,28.1,27,161,29.4
51,0,152.6,46.3,24.9,77,117,16,15,141,17.4
58,1,161.3,52.4,25.3,79,156,7,14,159,27
58,0,159.2,48.2,21.4,74,105,23,49,189,30.3
40,0,157.2,58.4,30.6,77,112,13.3,40,160,24.6
21,0,163.9,49.7,31,80,133,6.8,13,165,23.6
46,1,168.1,72.5,30.3,79,131,-14.3,10,165,29
50,1,176.9,70,9.8,85,143,16.7,45,201,43.5
24,0,162.9,55,25.3,74,114,6.2,44,175,29
60,0,156.2,60.7,36.2,97,151,20.7,10,109,23.5
23,0,159.5,45,27.1,77,111,-4.4,29,125,19.3
36,1,174.2,80.4,22.2,78,121,17.6,38,217,41.6
45,1,175,81.7,19.8,87,131,21.6,54,249,51.3
60,1,173.6,57.9,13.7,87,147,13.5,41,189,38.3
27,1,175.2,71.1,20,72,125,7.9,54,239,44.5
29,1,177.8,76.4,15.8,87,155,14.4,46,244,42.8
64,1,170.8,75.8,30.1,86,144,10,26,171,43.1
61,0,154.8,57.1,33.8,66,130,17.6,24,145,27
25,1,180.6,84.1,22.6,74,150,22,52,220,46.1
30,1,180.6,76.5,19.5,86,147,15,49,220,42.2
25,1,173.7,78.3,27.3,81,125,5.6,29,195,37.6
25,1,176.6,71.1,12.9,84,138,11,34,224,58.6
28,1,188.1,93.7,21.1,68,120,20.8,40,221,46.2
21,0,162.6,51.1,18.4,62,119,11.2,27,182,17.9
51,1,167.2,71.2,20.2,83,130,10.6,43,171,39.4
53,1,172.8,67.9,19.3,78,125,1.5,31,218,47
23,0,157.5,47.1,20.1,72,141,16.4,40,186,29.8
25,1,173.3,83.3,18.7,76,118,26.3,66,208,53.7
41,1,173.3,64.1,21.8,81,127,11.3,43,221,34.7
60,1,171.8,74.7,24.9,91,151,17.6,36,210,48.6
21,0,155.7,52.5,28.9,81,135,20.6,44,182,19.7
27,1,176.5,85.8,24.1,79,139,11.9,63,204,48.1
28,1,171.8,68.3,10.1,87,128,18.4,54,229,45.2
31,1,178.5,93.3,28.3,91,152,23.2,37,198,31.7
44,0,163.9,62.8,34.3,72,118,18.9,35,154,30.7
28,1,164.1,58.9,12.1,69,116,20.3,52,247,42.9
44,0,162.4,57.6,26.1,83,139,20.3,29,141,24.7
33,1,174.2,81.1,25.7,86,133,14,45,237,46.3
61,0,165.2,57.5,32.6,92,151,21.7,12,129,22.5
21,1,172.5,67.6,16.5,80,120,26.5,63,273,42.3
40,1,173.4,61,8.7,81,120,11.5,51,242,47.3
25,1,178.3,74.2,5.5,73,130,16.3,60,234,54.4
26,1,178.5,79.5,15.3,98,147,19,60,245,46.9
21,1,176.3,83.5,29.3,81,147,0.7,57,232,32.6
59,0,163.6,62.8,32.5,80,121,26.4,37,176,25.3
28,0,162,56.6,27.6,60,116,20.8,43,190,32.2
31,0,170,56.2,20.5,80,123,22.2,27,169,24.7
21,0,156,43.4,26.3,68,116,2,14,119,22.1
27,0,160.7,57.1,25,74,114,20.5,46,195,30.9
50,1,166.5,71.2,24.7,85,125,18.3,43,208,44.5
27,1,165.6,65.6,10.8,60,123,14.5,43,210,37.1
24,1,171.3,60.6,17.6,61,120,-7.7,33,220,31.9
21,1,187.9,114.8,24.5,74,132,9.1,41,182,49.5
28,1,172,68.8,19.4,88,115,20.2,58,259,47.9
23,0,160.5,49.7,21.6532,62,109,33.9,57,189,29.7
47,1,168.6,71.5,19.9,74,116,20.6,47,227,37.7
26,0,160.8,56.3,25.7,71,115,30,33,146,32.5
32,1,173.1,70.7,14.6,79,126,4.2,43,243,51.3
35,1,185.6,101.8,25.1,97,158,2.4,28,187,44.7
29,0,160.2,58,30.7,72,122,23.1,35,183,27.7
21,0,165.7,46.3,27.1,71,126,11.5,33,172,24.4
36,1,176.3,73.2,27.8,87,147,21.1,43,213,40.7
60,0,163.2,74.5,38.8,68,118,19.9,13,113,26.6
31,0,160.9,61.6,33.7,72,131,23.5,46,159,32
32,0,157.4,50.4,19.6,77,133,26.8,41,166,29.6
53,0,158.4,62.2,36.2,87,145,27.5,11,146,24
27,1,181.9,88.8,23,66,121,17.9,46,228,48
22,1,179,70.8,11.6,86,120,14.4,48,229,54.1
62,0,157.6,57.6,34,81,136,18.2,13,82,24.4
39,1,172,74.8,13.4,80,118,22.3,41,247,51
59,1,174.9,68.7,19.9,87,151,21.1,36,188,43.5
57,1,167.4,64.8,18.3,78,122,23.5,36,215,34.3
38,1,178.7,73.3,12.3,68,115,19.2,47,219,55.6
36,1,172.4,68.5,12,73,128,22.4,55,220,50.2
48,0,168.8,59.7,26.6,70,120,25.5,45,169,26.2
59,1,156.6,64.9,29.8,89,159,-9.7,22,145,41.6
21,1,178.5,85.3,18.7,67,113,14.8,48,222,47.4
54,1,173.6,78.5,24.5,86,135,4.5,14,178,43.7
28,1,176.1,80.5,19.9,78,140,19,49,216,44.8
37,1,171,72.4,21.6,84,124,11,50,182,38.8
27,1,170.2,68.8,15.7,86,143,15,52,206,42.2
56,1,176.8,70.9,23.6,92,135,10.5,34,190,43.6
43,1,164.8,69,15.3,98,158,16.6,45,218,45.3
21,1,179.5,84.9,19.6,88,138,19.8,42,253,45.5
32,0,159.9,53,23.5,78,115,11.4,32,168,22.2
41,1,168.2,70,19.8,72,121,7.3,49,199,42.8
57,1,169.3,67.7,22.8,99,149,12.3,36,203,30.3
48,1,174.1,80.1,19.6,99,134,19.4,48,204,49.4
23,1,178.4,74.84,12.9,76,148,25.4,55,243,49.5
58,1,166.7,73.5,29.3,82,121,19.7,42,190,35.6
22,1,174.4,75.34,25.8,81,150,17.7,46,234,42.3
62,0,154.9,64.3,35.2,77,134,27.8,6,92,20.4
57,0,153.2,50.6,21.6,77,123,22.4,29,150,23.2
30,1,178.4,84.9,23.4,88,140,16.7,42,192,45.2
22,0,156.3,54.9,29.4,78,127,26.4,41,183,26
30,1,181.1,64.7,8.6,64,115,9.7,56,235,40
42,1,172.9,68,21.6,84,127,10.4,33,200,39.9
25,1,174,77.6,24.4,77,157,18.6,59,211,48.6
32,1,174.2,77.7,23.4,75,126,13.3,46,238,46.2
23,1,172.6,73.8,18.3,72,121,-3.9,51,198,45.3
26,0,162.3,54.3,31.5,74,128,18.7,43,166,23.7
26,1,177.2,77.8,25.6,85,134,17.8,45,250,47.5
31,1,187.3,87.5,17.1,78,131,9.6,49,223,53
54,0,160.7,59.8,33.3,86,155,11.7,10,101,25.1
24,1,165.7,55.8,24,90,118,-9.1,4,172,36.1
33,1,166.3,79.8,23.2,73,127,8.1,52,224,44.5
26,1,167.4,65.4,22.2,85,123,7.5,49,209,41.8
55,1,165.2,66.5,21.3,92,137,21.4,46,191,43.2
50,0,161.1,57.3,30,63,100,18.8,8,136,18.1
24,0,164.9,55.9,29.9,94,126,16.1,47,198,26.7
32,1,171.7,78.5,16.8,81,139,18.3,68,236,25.6
22,1,174.6,92.2,20.9,98,159,10.5,59,245,49.5
25,0,157.8,54,30.9,84,126,30.8,67,165,26.8
25,0,169.3,48.34,14.9,77,108,24.5,46,174,22.1
46,0,161.3,58.4,28.9,96,140,20,34,166,28.7
26,0,164.8,46.8,20.7,83,125,18.1,30,131,31.6
28,0,165.7,86,42.1,89,142,23.9,29,133,24.4
22,0,162.6,49.6,17.1,77,117,28.6,46,181,25.9
63,1,167.9,73,20.1,79,130,17.7,29,198,48.6
21,1,173.7,71.6,16,64,106,18.6,57,258,52.2
63,1,172.1,62.3,26.8,79,121,17.8,24,187,37.2
28,1,173.2,73.7,22.7,78,130,5.3,45,202,40.7
23,0,164.6,57,20.2,68,100,22.3,48,182,34.1
24,0,157.7,46,25.4,70,120,21.5,45,173,26.2
23,1,179.5,74.44,10.3,86,156,23.2,51,229,44.6
36,0,153.9,48.1,19.4,71,118,24.5,25,125,21.3
26,0,164.2,58.86,31.7,67,128,4.8,26,163,23.8
64,0,148.2,50.7,33.7,86,149,26.7,26,124,22.6
63,0,153.6,58.2,37.7,65,122,25,18,120,22.4
39,0,148.3,66.56,42.4,81,143,-9.3,18,152,9.1
23,1,165.8,68.9,18.9,70,125,14.2,45,203,36.6
60,0,149.8,57,42.8,73,139,9.7,0,90,12.9
47,1,169.1,64.6,13.7,80,129,18.1,45,201,44.6
60,1,163.9,67.8,24.2,78,123,3.1,16,180,40.1
47,0,158,58.4,28.7,85,123,19.7,16,125,26.5
42,1,173.4,71.1,25.8,72,118,12.1,38,220,51.9
29,1,180,83.9,25.5,77,129,4.4,41,183,47.6
29,1,176.2,72.2,17.5,73,130,15.4,60,239,46.1
22,0,161.8,63.5,30.3,82,131,34.6,45,175,25.6
22,0,153.6,48.5,26.2,79,117,24.9,47,196,33.4
31,0,157,49.3,22.4,61,100,22.4,40,171,26.9
57,1,169.2,73.5,21.7,77,128,14.8,39,206,49.5
23,1,168.1,64.6,23.1,57,111,13.2,48,219,38.1
